新聞標題,是否適宜觀看
回應「昨是今非說」蘇揆辯：當年聯合國沒訂萊劑標準,1
多吃水果一定健康？這樣吃恐釀脂肪肝,1
結帳前不必再心算 4月起日本商品標價全是含稅價,1
阿富汗宗教集會發生爆炸 至少15死20傷,1
澎湖科大海葡萄系列成果發表 為地景藝術揭幕,1
婆婆要求煮年菜！妻想預購 問夫意見竟被罵：為什麼要偷懶,1
獨／酒駕拒檢還夾傷女警 台北男狂逃2公里遭逮慘了,1
白線漫延 精心為屋主打造最本真的空間屬性,1
梁靜茹曝開唱前禁忌　「不吃魚、必生吃奶油」有原因,1
監委關注私校退場機制 蘇貞昌提三大重點,1
真夭壽！「愛聽石頭碎裂聲音」 無良惡男在鐵軌放小石頭,1
黎智英穿囚衣「鐵鍊鎖手」...轉送重犯赤柱監獄,1
認不出櫛瓜？超市超直白3字標示全笑翻,1
業者數位轉型 金門電商課程開跑,1
2020全球生活不容疫 回顧年度新聞堅持下去,1
渣男為清潔費500元揪人迷姦女友　她驚覺「手感不對」超崩潰,0
你的莊園由我來守護,1
男偶像自爆「出道之後就沒談過戀愛」　理想型是《寄生上流》的她,1
Nexstgo宣布引進新款VAIO FE系列輕薄筆電 對應全天候使用需求,1
最高50萬！勞動部新增補助企業辦中高齡退休準備課程,1
新冠肺炎新增7人確診 4人為莫斯科古典芭蕾舞團團員,1
橫濱流星增重10公斤「壯一圈」MAN爆　職業選手遭踢兩腳喊疼,1
帶女兒與公婆吃飯超不自在　李準基大嫂扣應分享真情話,1
iPhone 12賣到缺貨 為什麼代工台廠還是被蘋果停新單？,1
助攻男學生追校車！超暖駕駛讚攔車女騎士太猛：台灣最美風景是人,1
《娛樂世界》嚴正嵐影歌兩頭忙 堅持飆嗓助弱勢,1
新竹浪狗疑遭下毒 愛心媽媽憤開車撞飛人,0
「一中」又各表？ 南一中學生創黨再下戰帖,1
幼時被賣到泰國、大馬... 11隻小紅毛猩猩返印尼,1
哽咽遭妖魔化 陶子發誓啥都沒說,1
中職／隊長交棒王威晨 林智勝：也該是時候了,1
被嫌送餐太慢 熊貓外送員遭刺殺 警速逮人,0
食品公司員工檢查升降梯削頭慘死 同事悲：他明年退休,1
慣竊南高屏犯案騎機車跌下橋 3天後又見警登門,0
新台幣狂升 雙A可望受惠,1
拜登籲明年再推刺激措施 稱「最黑暗的日子」還沒到來,1
【等不到的病床】看護也不願接 在急診室陪病是家屬最苦回憶,1
女求職薪水開30K 面試官此舉卻讓她直呼「不尊重專業」,1
陽管處不認圍網導致牛群死亡　游錫堃：同情但確有過失,1
教部取消甲等上限 6千名教保員考績不用再輪流拿乙,1
繼美之後…又一國確診飆破千萬,1
出道發片、入圍金曲、比過《聲林》！三大音樂才子、才女轉戰浪LIVE好歌喉圈粉,1
【竹院工程惹議1】法官、替代役拿鎚子狂敲貼叉叉　打卡夯點內部竟像鬼樓城,1
高通推入門5G驍龍480 料與聯發科搶地盤,1
高雄托嬰中心爆類流感群聚1兒染A流 停托清消5天復課,1
日職／紀錄與王貞治並列 鈴木誠也成赴美新焦點,1
郭敬明新片疑抄襲《奇異博士》遭下架　網友：他這次真的栽了,1
醫院稱失明與手術無關 艾芬：避重就輕混淆視聽,1
【港府大拘捕】回應「港版美麗島事件」　流亡海外港人盼台灣給予更多幫助,1
台塑集團年終獎金出爐！每人可領3.66個月本薪,1
會考生活英語／【生活篇】  2020年的感觸,1
黃秋生爆料KID被粉絲舔臉一整晚　諷其對女人品味「很特別」,1
攻城獅新竹開幕 新職籃票房高人氣,1
他到自助餐店夾5樣居然要160元？ 網見菜色秒懂：難怪,1
週四再迎寒流冷到週日 北台灣整天10度以下,1
西門町現偷拍狼！噁男大生連日探裙底 至少4女受害,0
第一名不是《鬼滅》！　15萬網友票選「最愛漫畫」冠軍出爐,1
【港府大拘捕】香港大拘捕民主派人士　朱立倫：我們不能噤聲默許,1
美眾院通過 個人紓困金額提高至2000美元,1
iPhone 12系列熱賣！ 蘋果拿下台灣11月逾半江山,1
搭錯捷運迷路3小時錯過面試　男怒提國賠開庭又迷路1小時敗訴,1
疑補胎充氣過度氣爆 汽修師遭震飛幸無大礙,1
後繼無人 駐台陸媒及陸籍幹部停留台灣逾一年,1
男大生見斷片妹起淫念 信義區撿屍無套啪啪還拖友人下水,0
韓近7天日均增幅降至7百多例 政府：第3波疫情高峰已過,1
麻糬店誤開400萬發票 女客人找到了,1
吳慷仁「吃胖20公斤」模樣曝光！新片罕見扮花花公子,1
性感網模新年全裸裝袋送粉絲   網友噴鼻血直喊：最棒禮物,0
澎湖潮間帶及岸際有零星凍死魚 寒流釀禍,1
盜PTT帳號恐嚇「血染全台」　高雄男日本IP貼文被捕,1
喜閱節與台灣閱讀節今登場 新竹縣首輛行動圖書館上路,1
【病毒變種】不想隔離自瑞士逃回英國　前外交官喊沒違規：沒走會錯過耶誕,1
詭異！正妹口譯員雙手反銬陳屍反鎖房間 警方稱輕生,0
中國籍女友控性侵逼口交　警無罪卻因查個資罰款1萬元,0
郭明錤：蘋果自駕車仍處於早期發展階段 不會太快進入市場,1
身穿藍囚衣手上銬 黎智英被送往赤柱監獄,1
【港府大拘捕】港府拘捕逾50人「關切」新聞媒體　人權團體：白色恐怖,1
寒流強風造成外傘頂州沙洲位移流失 逾3百蚵棚災損嚴重,1
日月光高雄廠基層員工加碼紅包萬元 明年1月調薪,1
台北市年終大掃除開跑 小年夜照常收運垃圾,1
日最快本周內對首都圈發布緊急事態 4名知事先採取行動,1
美女主播房業涵送暖貧戶竟遭陳沂酸「作秀」 她高EQ回應了,1
兒遭補習班「10大酷刑」虐7年 父慟：童年怎麼賠,0
800元耶誕交換禮物！ 她哭收到這個 網友回應變「比慘大會」,1
乾旱警報響起！新竹、苗栗及台中降雨創52年最低 明年一期作停灌,1
每年貢獻3千多億 博弈出走衝擊菲律賓房產業,1
影／台灣指揮第一人莊東杰 返台「傾心貝多芬」,1
喬治亞州選務官員：川普堅稱選舉舞弊破壞民眾信心,1
橫濱流星增重10公斤「壯一圈」MAN爆　職業選手遭踢兩腳喊疼,1
祖克柏放棄新年願望！2020 過的好嗎？盤點臉書滿城風雨的一年,1
鴨肉店「一星負評」一夕間全刪光 網疑應是祭這招回歸4.8星,1
邀英國插畫家繪製精品　BALLY結合星座獻上新年好運,1
美照秘笈大公開！鐘表網紅horomariobro攝影撇步全公開,1
涉貪判7年半 賴素如入獄淚喊我很冤,1
墾丁山海有療效空口無憑 高師大科環所用科學證實,1
玉里醫院萬寧院區轉型 開辦偏鄉首棟住宿式長照機構,1
博士工程師不甘被小三分手　持刀威脅元配提告下場出爐,0
香港大抓捕 蘇貞昌：讓人民更反感,1
高雄人口跌到10年新低 陳其邁為何「搶人」搶輸鄭文燦？,1
元旦連假票房出爐　劉德華緊咬《神力女超人》《靈魂急轉彎》,1
東京傳2名自英返國確診病例　官房長官：變種病毒未確認,1
外籍網紅超愛台　「娘娘」飆唱閩南金曲自豪：我真的會唱！,1
TWICE孫彩瑛林娜璉新曲《CRY FOR ME》概念照曝光,1
SBL／台啤開季12連勝追平紀錄 呂政儒做苦工助裕隆勝,1
金門新湖漁港獲首屆金鑑漁港二星獎,1
夢想年薪千萬？小心被公司戴上「黃金手銬」,1
【國會大暴動】衝入國會遭射殺　女川粉「中彈倒地口噴鮮血」恐怖畫面曝光,0
勞動基金炒股弊案受質疑 台北政經學院自清：成為最美的人文風景,1
日本新增確診數創新高東京發特別警報,1
防疫優先中市府尾牙暫緩 盧秀燕：中央地方一致,1
夫控妻外遇同事摸頭撫背辯「推拿」 法官採信判免賠,0
肚子痛多喝熱水就會好？　婦人忍2天險喪命,1
健保費率調整 蘇貞昌：還沒有定案,1
【全文】挪用公款、開超跑、擁豪宅　美妝女董害股東背債4千萬,1
影／遭性侵空姐生前最後畫面曝光 走廊熱吻「被撿屍」,0
桃園110年一期作停灌面積 延至1/5公布,1
萊豬表決3綠委跑票 民進黨團會議30日處理,1
國片苦尋「有靈異體質」女主角　精靈系女神曾夢到自己拍戲受傷,1
家中長輩老是悶悶不樂？晚輩的你常看不清這一點,1
NBA／打6戰首奪大三元 卡萊爾：唐西奇漸入佳境,1
自家田驚見一袋「神秘物」高掛 主人打開嚇壞：哪個缺德鬼啦,1
Razer Hammerhead True Wireless Pro動耳聽：加入THX音效與主動降噪效果如何？,1
清華大學特殊選才放榜 明道中學許嘉恩、柳皓尹上榜,1
視力模糊別以為只是眼睛問題 當心是糖尿病引起,1
「植物痴」發大財！1片葉子要45萬 神祕賺錢法曝光,1
你看了嗎？「圓寶」亮相首日4000餘人現場搶先看,1
RIMOWA首度推出迷彩行李箱　4.9萬鋁鎂合金有雙色可選,1
萊豬表決3綠委跑票 民進黨團會議30日處理,1
《大陸社會》陸高風險人群優先接種新冠疫苗 國台辦：包括台胞,1
河北疫情嚴峻 陸專家：還未達病情高峰,1
看過來！台南市第1名測速照相桿在這裡,1
百萬網紅8支不雅片遭外流　「穿薄紗騷呻吟」本人認了,0
南投縣信義國中師生宿舍啟用 學生樂：有書桌寫功課了,1
屏科大師生與社交關懷犬出任務 遊戲互動長輩們超開心,1
柯佳嬿、謝坤達結婚3年變「室友」？　慘成「渣男製造機」,1
又是Chrome！工程師驚爆：沒開瀏覽器也會拖慢系統 移除是唯一解法,1
民法1030-1關於剩餘財產分配規定修正後 你該知道的事,1
富邦金以每股13元 購日盛金5成股,1
台南批發業者欠稅375萬元 負責人遭管收,1
苗栗老翁3種血管病變同時發生 局部麻醉修補救命,1
有洋蔥！ 退休師帶癌母上大學 告別式獻畢業證書,1
國軍持續掌握敵情 妥適應處確保臺海安全,1
新課綱重閱讀力 兒福聯盟點出偏鄉小校三困境,1
洛杉磯下令旅客入境檢疫10天 全靠自主配合,1
中國擬推國家統一法？ 國台辦：統一大勢所趨，必然實現,1
女求職薪水開30K 面試官此舉卻讓她直呼「不尊重專業」,1
【每日塔羅】快來測試你1月7日的運勢吧！,1
盜PTT帳號恐嚇「血染全台」　高雄男日本IP貼文被捕,0
巴西總統才嘲諷完武漢肺炎疫苗　副總統近日就確診,1
婆婆要求煮年菜！妻想預購 問夫意見竟被罵：為什麼要偷懶,1
【銀行員之死1】蘇貞昌斥內行人玩法　徹查向人民交代,1
查萊豬問素食店「用什麼豬肉」　中市衛生局坦言未注意,1
屈臣氏推「+1新希望」活動！700件商品加1元多1件　還有獨家彩妝福袋,1
促進平鎮交通安全 舒翠玲協調交通局改善標線,1
宮廟總幹事暗巷強吻女香客 竟辯「只吻1次」,0
太妍被爆密戀RAVI一年！　耶誕赴男方家約會公司回應了,1
農遊券推第二波 指定據點採買年貨滿千送250元,1
元旦連假票房出爐　劉德華緊咬《神力女超人》《靈魂急轉彎》,1
老屋翻新專家~解鎖新成就！網路5星評價！,1
《女力》邁入第八季 黃靖倫爽賺奶粉錢,1
香港小於7坪的「奈米宅」漸多拉低生活水準 政府是禍首,1
年味懷舊餐桌／婆婆的拿手菜 吃出人生百味「醬肘子」,1
高學歷歌壇天后論文99％抄襲 道歉信求原諒「怕無法登台表演」,1
超酷教案！讀紅樓夢學財管 學生化身賈寶玉經營美妝舖,1
粉紅泡泡轟炸！家樂福草莓季12款新品澎湃登場,1
阿妹演唱會前夕 強風吹跨攤商帳棚,1
用抗生素治療COVID-19恐現「超級性病」 指揮中心：台灣抗藥性比例低,1
公鹿巨約續簽字母哥  恐怕只保證一季的留隊察看,1
弘光科大聖文森校友開物理治療所 回校分享開業經驗,1
口湖鄉長表揚盡忠職守的狗狗  冷到5度仍堅守烏魚子,1
館長也不想努力了？　「正港3公分」徵乾媽網哭了,1
港生報名來台讀研究所 較去年成長150%,1
全民國防師資培育過剩 修課教官嘆「準備流浪」,1
日本新冠確診數持續創新高 邪教團體東京街頭竟呼籲拿掉口罩,1
新增6例確診！廣達集團確診女接觸者 採檢結果出爐,1
甜曝林美秀賢慧 小14歲尪：胖了20kg,1
鳳鳴特區超夯！雙鐵交流道匯聚,1
「蒸汽平台」將開放試玩　中國網友抵制怒批：你缺棺材錢？趕緊滾,1
NCC擬通傳法嚴管網路？民眾黨批「中天條款」,1
高雄酒客愛慕長腿女店員不成　竟怒砸店還拒捕,0
市議員買太多出版社多送20套書 嘉義市各小學都受惠,1
「無論有沒有做錯事先說對不起」為什麼十年後 女人還在跟社會道歉？,1
匯率影響環球晶去年營收 推升今年現貨價,1
高捷延伸到屏東東港 陳其邁：最大癥結點在國7,1
苗栗監理站提供元旦連假國旅好行 搭乘大眾運輸輕鬆GO,1
簽訂MOU 中山大學攜手海軍官校  打造海上蛟龍,1
陳喬恩撿到錢捐公益險觸法　趕緊報案歸還錄影認錯,1
【未來臺北8】破除公部門窠臼 「台北通APP」滾動式修正 衝出漂亮下載量、高評價,1
連2年註冊率未達6成 聖約翰科大：將提改善方案,1
【燒腦懸案】全盲照常打球寫字...他被告詐保 民庭逆轉判領保險金不冤,1
《月薪嬌妻》戀舞添新成員　新垣結衣育兒崩潰引共鳴,1
YouTuber全家日捉百隻綠鬣蜥 彈弓神技彰縣盼合作,1
朱俐靜罹患乳癌！曾化療痛到爬不起床 淚灑現場：沒辦法再每天笑著過生活,1
NBA／再發IG虧戈貝爾 歐尼爾嗆3節就讓對方犯滿,1
拒買早餐！流產女慘淪人肉標靶 毒男逼三選一強制性交,0
"大摩估台積電上月營收1,300億元 挑戰新高",1
香港律政司司長：新加入律政司的律師需學習大陸法律,1
寶兒進口藥品違規？認了接受檢方調查,1
為參加跨年被老婆趕出門　回家破門發現妻死亡多時,0
1月電子期漲 金融期跌,1
109學年度大專新生註冊率 明早10時線上看,1
居然有這種事？！　《神力女超人》竟有聊天群組,1
絕佳英語力！聖心女中黃書霈入選外交小尖兵,1
影／「圓寶」玩耍賣萌搶先看！限量款門票明開搶,1
「這行業」年終獎金今年排名居冠 領得比半導體業還多,1
桃貴2歲包尿布 媽無奈揭真相,1
接觸4人！菲籍男移工檢疫期滿陰性出關 自主健康管理結束卻確診,1
Orient Star東方之星耍浪漫  日式工藝帶你窺見月之美,1
一家人誤信「乩童」降旨　姊弟聯手殺母焚屍後被打死,0
騙他脫褲子、大喊強姦　按摩女智取白嫖渣男,0
少年攀火車耍帥自拍 下秒「誤觸高壓電」燒成焦屍,0
賽事心得／台北馬拉松 跑齡一年的期末驗收,1
國防部：國軍採購綠色環保標章產品 為環保盡心力,1
